	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	Ensembl	hgnc	wikigene_desc
ENSG00000139194	135.2392498068	-1.2717568577	0.1712096346	-7.4280682905	1.1019506670382699e-13	2.78888565718486e-12	ENSG00000139194	RBP5	retinol binding protein 5
ENSG00000249436	27.7823658758	-1.2693991019	0.2751771477	-4.6130251458	3.96850270067621e-06	2.58855547815208e-05	ENSG00000249436	ENSG00000249436	
ENSG00000155465	458.300657504	-1.2693330931	0.2595251161	-4.8909836247000005	1.00333312450854e-06	7.49764932158613e-06	ENSG00000155465	SLC7A7	solute carrier family 7 member 7
ENSG00000150637	79.8384975412	-1.2681389235	0.2723698841	-4.655943984	3.22499615912681e-06	2.14988295606114e-05	ENSG00000150637	CD226	CD226 molecule
ENSG00000167371	160.7364996455	-1.2677542086	0.1590863516	-7.96896903	1.6000354715468301e-15	5.42365814443644e-14	ENSG00000167371	PRRT2	proline rich transmembrane protein 2
ENSG00000187720	186.4171438569	-1.2662977239	0.2817134161	-4.494985512	6.95746841086747e-06	4.2978387923579e-05	ENSG00000187720	THSD4	thrombospondin type 1 domain containing 4
ENSG00000260653	34.9098323431	-1.2656161678	0.4119564381	-3.0722087359	0.00212481083879	0.0066814840491692	ENSG00000260653	ENSG00000260653	
ENSG00000272455	53.8450521141	-1.2645303223	0.1795196181	-7.043967315	1.86841990695589e-12	3.91596623133088e-11	ENSG00000272455	ENSG00000272455	
ENSG00000137491	2476.794976848	-1.2641905101	0.2008996196	-6.2926476059	3.12096314581251e-10	4.5503545741625106e-09	ENSG00000137491	SLCO2B1	solute carrier organic anion transporter family member 2B1
ENSG00000176595	346.592718846	-1.2640481945	0.1948870993	-6.4860537156	8.811376260482329e-11	1.41668522941436e-09	ENSG00000176595	KBTBD11	kelch repeat and BTB domain containing 11
ENSG00000205744	222.5618450974	-1.2633704124	0.23468895180000002	-5.3831695219	7.31855525251212e-08	7.02274650418626e-07	ENSG00000205744	DENND1C	DENN domain containing 1C
ENSG00000182010	19.6944143636	-1.263309337	0.341286499	-3.7016094713000003	0.0002142361874993	0.0009085685106254	ENSG00000182010	RTKN2	rhotekin 2
ENSG00000231826	20.5740678923	-1.2627100558	0.235694918	-5.3573919477	8.44318298559429e-08	8.01590158172271e-07	ENSG00000231826	LINC01819	
ENSG00000197057	17.439051556	-1.2597813690000002	0.3474329235	-3.6259700331999998	0.0002878787402261	0.0011772811112166	ENSG00000197057	DTHD1	death domain containing 1
ENSG00000116191	267.5114741934	-1.259151989	0.1790643629	-7.0318402218	2.03827139726117e-12	4.243536426736979e-11	ENSG00000116191	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2
ENSG00000254528	26.2172845857	-1.2589256081	0.2033826171	-6.1899371037	6.01882262297497e-10	8.44749402368064e-09	ENSG00000254528	ENSG00000254528	
ENSG00000119630	242.1028708972	-1.2572319419	0.1854887938	-6.7779401453	1.2190132831585599e-11	2.25757893929336e-10	ENSG00000119630	PGF	placental growth factor
ENSG00000134020	21.7385974954	-1.2571985767	0.2379945248	-5.2824684852	1.27454765612203e-07	1.1590668491194e-06	ENSG00000134020	PEBP4	phosphatidylethanolamine binding protein 4
ENSG00000162849	18.4506108371	-1.2559606294	0.2766465858	-4.5399462487	5.62685709061167e-06	3.55607612435594e-05	ENSG00000162849	KIF26B	kinesin family member 26B
ENSG00000080493	692.7492933545	-1.255128135	0.1659173599	-7.5647788505	3.88525027337436e-14	1.04829188051289e-12	ENSG00000080493	SLC4A4	solute carrier family 4 member 4
ENSG00000143869	49.5666295608	-1.2532465021	0.3267574609	-3.8354028658	0.0001253586430294	0.000565484015722	ENSG00000143869	GDF7	growth differentiation factor 7
ENSG00000157368	151.9139539018	-1.2532183345	0.1443076153	-8.6843534341	3.8090273503854095e-18	1.90238629289595e-16	ENSG00000157368	IL34	interleukin 34
ENSG00000106809	1485.5476762332	-1.2524748152	0.1886391218	-6.6395284443	3.14688273090784e-11	5.48193977771042e-10	ENSG00000106809	OGN	osteoglycin
ENSG00000131203	112.8927014531	-1.2521825521	0.33556393700000003	-3.7315766505	0.0001902850919556	0.0008182651114805	ENSG00000131203	IDO1	indoleamine 2,3-dioxygenase 1
ENSG00000185070	1077.7498871826	-1.250702314	0.2285417955	-5.4725321087	4.43650343654582e-08	4.44099669695596e-07	ENSG00000185070	FLRT2	fibronectin leucine rich transmembrane protein 2
ENSG00000178882	15.8035439456	-1.2482529156	0.3318698182	-3.7612727859	0.0001690509432208	0.0007382808518011	ENSG00000178882	RFLNA	refilin A
ENSG00000174292	117.7930357603	-1.2475684085	0.1478264752	-8.4394111858	3.1894023842664904e-17	1.3896470388431701e-15	ENSG00000174292	TNK1	tyrosine kinase non receptor 1
ENSG00000270605	28.3078856318	-1.2475482004	0.22529980200000002	-5.5372804996	3.07204336648059e-08	3.16282359534753e-07	ENSG00000270605	ENSG00000270605	
ENSG00000107249	135.903320054	-1.2473911933	0.12980725610000002	-9.6095644489	7.285651430274029e-22	5.494668602775751e-20	ENSG00000107249	GLIS3	GLIS family zinc finger 3
ENSG00000104814	196.6567815702	-1.2468070838	0.23042802380000002	-5.4108309536	6.27329701965901e-08	6.09447722359941e-07	ENSG00000104814	MAP4K1	mitogen-activated protein kinase kinase kinase kinase 1
ENSG00000175463	407.7422196367	-1.2460251385	0.2348362941	-5.3059308547	1.12099448174331e-07	1.03445480946721e-06	ENSG00000175463	TBC1D10C	TBC1 domain family member 10C
ENSG00000230138	13.1033121599	-1.245625813	0.3014304065	-4.1323827521	3.59021916545183e-05	0.0001862965617795	ENSG00000230138	LINC02812	
ENSG00000164344	38.481253644	-1.2455596292	0.2420290215	-5.1463234504	2.65641235184255e-07	2.26440161394695e-06	ENSG00000164344	KLKB1	kallikrein B1
ENSG00000187715	29.9827559992	-1.2442686983	0.28677584710000004	-4.3388197116	1.43249975594572e-05	8.22909541661204e-05	ENSG00000187715	KBTBD12	kelch repeat and BTB domain containing 12
ENSG00000133985	101.5210832063	-1.2440217458	0.1899921252	-6.5477542532	5.840872729601819e-11	9.68100167600993e-10	ENSG00000133985	TTC9	tetratricopeptide repeat domain 9
ENSG00000158473	101.3128128208	-1.2428721598	0.14908829040000002	-8.3364840849	7.65321123343996e-17	3.1175629881294802e-15	ENSG00000158473	CD1D	CD1d molecule
ENSG00000103522	26.5952610646	-1.2419774828	0.330963147	-3.7526156438	0.0001749990597566	0.0007594886395122	ENSG00000103522	IL21R	interleukin 21 receptor
ENSG00000134247	1010.1377163634	-1.2410958277	0.16516961130000002	-7.5140688298	5.73174245136473e-14	1.50063166537857e-12	ENSG00000134247	PTGFRN	prostaglandin F2 receptor inhibitor
ENSG00000179915	62.6645837627	-1.2407147929	0.2473722039	-5.0155788454	5.2874035584086e-07	4.21801832724533e-06	ENSG00000179915	NRXN1	neurexin 1
ENSG00000100767	1062.4138630015	-1.2399411263	0.13141132390000002	-9.4355728978	3.8886333987830605e-21	2.69463640574713e-19	ENSG00000100767	PAPLN	papilin, proteoglycan like sulfated glycoprotein
ENSG00000275897	14.2641863212	-1.2398401578	0.3519649345	-3.5226240924	0.0004272969514187	0.0016568675305994	ENSG00000275897	ENSG00000275897	ENSG00000275897
ENSG00000042980	176.9162050091	-1.239645962	0.27303966020000003	-4.5401681238	5.62093896938117e-06	3.55406104060636e-05	ENSG00000042980	ADAM28	ADAM metallopeptidase domain 28
ENSG00000269086	25.5440303906	-1.238770063	0.23792352960000002	-5.2065891297	1.9234332837371e-07	1.682354617387e-06	ENSG00000269086	ENSG00000269086	
ENSG00000196684	174.3128312104	-1.2383872432	0.34388994780000004	-3.6011149821	0.0003168553960513	0.0012796188134296	ENSG00000196684	HSH2D	hematopoietic SH2 domain containing
ENSG00000153283	212.5665569446	-1.2379723437	0.2030238189	-6.0976704621	1.07625326741238e-09	1.44674016526393e-08	ENSG00000153283	CD96	CD96 molecule
ENSG00000244681	18.752711390800002	-1.2361050823	0.23606211100000002	-5.2363552835	1.63778546958493e-07	1.45212338684303e-06	ENSG00000244681	MTHFD2P1	
ENSG00000196730	1467.5127907772	-1.2351315002	0.1690997242	-7.3041603474	2.7900349788557997e-13	6.66591181525866e-12	ENSG00000196730	DAPK1	death associated protein kinase 1
ENSG00000113924	19.576599818200002	-1.2334089676	0.2180296773	-5.6570691791000005	1.53979710830153e-08	1.67822692378378e-07	ENSG00000113924	HGD	homogentisate 1,2-dioxygenase
ENSG00000106404	622.2332903005	-1.2333516995	0.2263121197	-5.4497819255	5.04316199047676e-08	4.98975442672092e-07	ENSG00000106404	CLDN15	claudin 15
ENSG00000246100	19.4531845823	-1.2324569284	0.2080687178	-5.9233167856	3.1551221316634e-09	3.89290660384409e-08	ENSG00000246100	LINC00900	
ENSG00000225783	206.3483839031	-1.2320743222	0.269291351	-4.575246541	4.75659510736023e-06	3.06114117618635e-05	ENSG00000225783	MIAT	myocardial infarction associated transcript
ENSG00000197977	62.052306518	-1.2320347186	0.20988702720000002	-5.8699898472	4.35821827395468e-09	5.26999233526046e-08	ENSG00000197977	ELOVL2	ELOVL fatty acid elongase 2
ENSG00000124256	84.0828664614	-1.2316318174	0.2618254708	-4.7040183426	2.55090314913928e-06	1.73941213644468e-05	ENSG00000124256	ZBP1	Z-DNA binding protein 1
ENSG00000104783	114.028667775	-1.2315773793	0.2640655019	-4.6639086532	3.10259146406912e-06	2.08009871844891e-05	ENSG00000104783	KCNN4	potassium calcium-activated channel subfamily N member 4
ENSG00000182885	190.8970375886	-1.2282875162	0.46750876220000004	-2.6273037331999998	0.008606447447923	0.0220702548988867	ENSG00000182885	ADGRG3	adhesion G protein-coupled receptor G3
ENSG00000259236	11.9509446581	-1.2275209357	0.24993992080000002	-4.9112640012	9.04911542386177e-07	6.83286443685968e-06	ENSG00000259236	GOLGA8VP	
ENSG00000164251	28.4589466374	-1.2269105795	0.29587222220000003	-4.1467582535	3.37215779509244e-05	0.0001762475681437	ENSG00000164251	F2RL1	F2R like trypsin receptor 1
ENSG00000013725	234.3340584816	-1.2264810667	0.2726828475	-4.4978299074	6.86505842195017e-06	4.24634163721352e-05	ENSG00000013725	CD6	CD6 molecule
ENSG00000248801	33.7415046882	-1.2262309987	0.2206933959	-5.5562650336	2.7560829500433e-08	2.86580740414525e-07	ENSG00000248801	C8orf34-AS1	
ENSG00000269220	21.0613796244	-1.2260782863	0.2380471324	-5.1505694446	2.59696749955544e-07	2.21977481448118e-06	ENSG00000269220	LINC00528	
ENSG00000271503	742.6474391969	-1.2249912285	0.2593082507	-4.7240734728	2.31166836980476e-06	1.58897585346133e-05	ENSG00000271503	CCL5	C-C motif chemokine ligand 5
ENSG00000271474	33.3592230615	-1.2223008851000001	0.1904688693	-6.4173263051	1.38688452332195e-10	2.1559854688297102e-09	ENSG00000271474	ENSG00000271474	
ENSG00000169442	258.5348243608	-1.221846106	0.2629988516	-4.6458229706	3.38723385121543e-06	2.24845756422674e-05	ENSG00000169442	CD52	CD52 molecule
ENSG00000166763	12.8586203681	-1.2204390425	0.2474761473	-4.9315421134	8.15829740476082e-07	6.23797503925095e-06	ENSG00000166763	STRCP1	
ENSG00000154864	114.2098837105	-1.2203528822	0.2943035889	-4.146578324	3.37480767731256e-05	0.0001763368041815	ENSG00000154864	PIEZO2	piezo type mechanosensitive ion channel component 2
ENSG00000134594	13.9769632376	-1.2158919782	0.341055604	-3.5650842965000002	0.0003637392624956	0.0014425891468651	ENSG00000134594	RAB33A	RAB33A, member RAS oncogene family
ENSG00000238121	47.535694171	-1.2157705585	0.2107105343	-5.7698613047	7.9336802606448e-09	9.15150992718972e-08	ENSG00000238121	LINC00426	
ENSG00000175697	16.7262397572	-1.2138020471	0.2638396337	-4.6005296094	4.21418109865211e-06	2.73550317495983e-05	ENSG00000175697	GPR156	G protein-coupled receptor 156
ENSG00000274925	51.1733589132	-1.2132953808	0.1689323287	-7.1821384946	6.86293459359434e-13	1.54716745177801e-11	ENSG00000274925	ENSG00000274925	ENSG00000274925
ENSG00000163909	488.5062904215	-1.2130532133	0.15965568630000002	-7.5979330362	3.00897952181381e-14	8.23697178427719e-13	ENSG00000163909	HEYL	hes related family bHLH transcription factor with YRPW motif like
ENSG00000112655	321.1751741015	-1.2114396094	0.1880360708	-6.4425915963	1.17450436363359e-10	1.84414861577552e-09	ENSG00000112655	PTK7	protein tyrosine kinase 7 (inactive)
ENSG00000141655	154.5646504327	-1.2113723999000001	0.2336827596	-5.1838329955	2.17371590271492e-07	1.88458960928363e-06	ENSG00000141655	TNFRSF11A	TNF receptor superfamily member 11a
ENSG00000187764	564.8304983438	-1.2102097314	0.178284895	-6.7880665475	1.1364623179683599e-11	2.11303226427008e-10	ENSG00000187764	SEMA4D	semaphorin 4D
ENSG00000178498	610.8604980267	-1.2095194802	0.1224492972	-9.8777167991	5.20042789953582e-23	4.39904664528753e-21	ENSG00000178498	DTX3	deltex E3 ubiquitin ligase 3
ENSG00000143494	115.5566470779	-1.2087080726	0.1949304238	-6.2007153593	5.620708903943481e-10	7.9601276400569e-09	ENSG00000143494	VASH2	vasohibin 2
ENSG00000128165	16.9075554718	-1.2071118346	0.3085720625	-3.9119284646	9.15620360309713e-05	0.0004275095660431	ENSG00000128165	ADM2	adrenomedullin 2
ENSG00000128815	340.8388116543	-1.2060778625	0.2484512339	-4.8543846760000005	1.20761120968171e-06	8.89671671503054e-06	ENSG00000128815	WDFY4	WDFY family member 4
ENSG00000166501	325.6846434547	-1.2054374358	0.24782133620000002	-4.8641390371	1.14956087726759e-06	8.49905658039691e-06	ENSG00000166501	PRKCB	protein kinase C beta
ENSG00000153132	15.2453005312	-1.2041678884	0.2602799132	-4.6264341867	3.72015005975898e-06	2.44439111169398e-05	ENSG00000153132	CLGN	calmegin
ENSG00000186462	101.7166089917	-1.2023105448	0.1226137999	-9.805670694	1.06437540026726e-22	8.69039375722558e-21	ENSG00000186462	NAP1L2	nucleosome assembly protein 1 like 2
ENSG00000050767	45.8143289995	-1.2021413241	0.3409222973	-3.5261446187	0.0004216566484984	0.0016392127489373	ENSG00000050767	COL23A1	collagen type XXIII alpha 1 chain
ENSG00000100979	6196.36002591	-1.2010770948	0.1415003235	-8.4881579407	2.09938126052261e-17	9.54583067587268e-16	ENSG00000100979	PLTP	phospholipid transfer protein
ENSG00000166428	29.4030017022	-1.1992764937	0.31674244560000003	-3.7862828632000003	0.0001529175974321	0.000674410418548	ENSG00000166428	PLD4	phospholipase D family member 4
ENSG00000134775	298.2591523979	-1.1984266905	0.2672283011	-4.4846548281	7.30320607759431e-06	4.48192506310927e-05	ENSG00000134775	FHOD3	formin homology 2 domain containing 3
ENSG00000143847	34.2195771031	-1.1980837048	0.22674702670000002	-5.2837901446	1.26538197070448e-07	1.15184721414733e-06	ENSG00000143847	PPFIA4	PTPRF interacting protein alpha 4
ENSG00000185669	32.0564200222	-1.1963104624	0.22750280990000002	-5.2584425798	1.45280533286512e-07	1.29791776145928e-06	ENSG00000185669	SNAI3	snail family transcriptional repressor 3
ENSG00000172733	14.4831703731	-1.1958447811	0.19531745450000002	-6.1225699678	9.20779610940091e-10	1.25208691628124e-08	ENSG00000172733	PURG	purine rich element binding protein G
ENSG00000101082	56.456548724	-1.1955165856	0.2893016726	-4.1324219629	3.58960656621564e-05	0.0001862965617795	ENSG00000101082	SLA2	Src like adaptor 2
ENSG00000247774	174.4367785428	-1.1918163528	0.2057838749	-5.7915925315	6.9722128729298704e-09	8.1222819814361e-08	ENSG00000247774	PCED1B-AS1	PCED1B antisense RNA 1
ENSG00000133740	92.7494822428	-1.1912355484	0.1394924337	-8.5397861129	1.34470507148246e-17	6.21975776782489e-16	ENSG00000133740	E2F5	E2F transcription factor 5
ENSG00000159307	56.1526016921	-1.1908726686	0.36968844570000003	-3.2212872288	0.0012761618078475	0.0042894294951795	ENSG00000159307	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1
ENSG00000251209	16.7670683369	-1.1906304934	0.28495341080000003	-4.1783338894	2.93652348654158e-05	0.0001561738163516	ENSG00000251209	LINC00923	
ENSG00000100079	68.1332329496	-1.1901471398	0.261128912	-4.5576996076	5.17169322026878e-06	3.3011294012042e-05	ENSG00000100079	LGALS2	galectin 2
ENSG00000280157	15.2771628033	-1.1893800974	0.2972855574	-4.0008001324	6.31286622333314e-05	0.0003072021632753	ENSG00000280157	ENSG00000280157	ENSG00000280157
ENSG00000141505	34.318928476	-1.1892993508	0.2103082164	-5.6550303699	1.55818718390139e-08	1.69237693039238e-07	ENSG00000141505	ASGR1	asialoglycoprotein receptor 1
ENSG00000073734	144.9313464282	-1.1885320956	0.3775928536	-3.1476551637	0.001645857285132	0.0053501045451783	ENSG00000073734	ABCB11	ATP binding cassette subfamily B member 11
ENSG00000147606	265.567670442	-1.1882482014	0.2130522413	-5.5772621509	2.4433352093201e-08	2.55191278619701e-07	ENSG00000147606	SLC26A7	solute carrier family 26 member 7
ENSG00000261326	155.7356294391	-1.1876082714	0.1945161007	-6.1054497151	1.0251162625800501e-09	1.38294959015738e-08	ENSG00000261326	LINC01355	
ENSG00000092820	2222.162195739	-1.1867777518	0.1896355166	-6.2582040185	3.89436150498284e-10	5.6212309532723e-09	ENSG00000092820	EZR	ezrin
ENSG00000138771	120.5045321022	-1.1854782803	0.1749076273	-6.7777391912	1.220709517614e-11	2.25849300800722e-10	ENSG00000138771	SHROOM3	shroom family member 3
ENSG00000196407	82.9282371195	-1.1847310184	0.1677963552	-7.0605289205	1.65870018210546e-12	3.49985738424253e-11	ENSG00000196407	THEM5	thioesterase superfamily member 5
ENSG00000206077	489.0960149447	-1.1845523721	0.3058295073	-3.8732442216000003	0.0001073961112137	0.0004923807550005	ENSG00000206077	ZDHHC11B	zinc finger DHHC-type containing 11B
ENSG00000054219	86.834770162	-1.1843090701	0.1983408597	-5.9710796431	2.35688645248276e-09	2.9664859712583e-08	ENSG00000054219	LY75	lymphocyte antigen 75
ENSG00000165591	25.644723719799998	-1.1799602469	0.2043783622	-5.7734108162	7.76827310799896e-09	8.97725542739154e-08	ENSG00000165591	FAAH2	fatty acid amide hydrolase 2
ENSG00000132681	33.5333975719	-1.1797080926	0.2900393441	-4.0674071174	4.75391473372007e-05	0.0002390194505609	ENSG00000132681	ATP1A4	ATPase Na+/K+ transporting subunit alpha 4
ENSG00000172986	425.3003024434	-1.1795987677	0.132756277	-8.8854462812	6.366468418627791e-19	3.43551466762676e-17	ENSG00000172986	GXYLT2	glucoside xylosyltransferase 2
ENSG00000102468	12.8218394259	-1.1785784462	0.3663447396	-3.2171294382	0.0012948016871676	0.0043404285761014	ENSG00000102468	HTR2A	5-hydroxytryptamine receptor 2A
ENSG00000108984	246.3568871224	-1.1776648636	0.1626254423	-7.2415782357	4.43493207871436e-13	1.0281924630392199e-11	ENSG00000108984	MAP2K6	mitogen-activated protein kinase kinase 6
ENSG00000172322	81.3377965645	-1.1775877065	0.3183645941	-3.6988651633	0.0002165656061286	0.000916584520507	ENSG00000172322	CLEC12A	C-type lectin domain family 12 member A
ENSG00000203867	189.3213478931	-1.1765119981	0.2497253207	-4.7112242957	2.46233048686967e-06	1.68513499318242e-05	ENSG00000203867	RBM20	RNA binding motif protein 20
ENSG00000260645	49.727935279	-1.175803882	0.1706969897	-6.8882520066	5.64820907057793e-12	1.1037223531361401e-10	ENSG00000260645	ENSG00000260645	
ENSG00000161509	62.4880272865	-1.1725274523	0.2019915075	-5.804835396	6.442926768476831e-09	7.55725932449884e-08	ENSG00000161509	GRIN2C	glutamate ionotropic receptor NMDA type subunit 2C
ENSG00000248905	137.8149500914	-1.1722229897	0.2062242537	-5.6842149687	1.31414894617614e-08	1.45167076824951e-07	ENSG00000248905	FMN1	formin 1
ENSG00000184925	19.0314738881	-1.1709830745	0.2621785869	-4.4663566472	7.95629318995883e-06	4.84315169576133e-05	ENSG00000184925	LCN12	lipocalin 12
ENSG00000136457	45.2547440062	-1.1706273308	0.20211836190000002	-5.791791107	6.963972530443031e-09	8.11771819672189e-08	ENSG00000136457	CHAD	chondroadherin
ENSG00000176971	501.3342933948	-1.1701903124	0.1895978545	-6.1719596751	6.74487054800867e-10	9.38931979399961e-09	ENSG00000176971	FIBIN	fin bud initiation factor homolog
ENSG00000078114	238.1860931818	-1.170146261	0.1779699964	-6.5749636728	4.8665047936291696e-11	8.21096976815473e-10	ENSG00000078114	NEBL	nebulette
ENSG00000050555	109.224310654	-1.1692490989	0.3429108584	-3.4097756607	0.0006501633612807	0.0023911903175657	ENSG00000050555	LAMC3	laminin subunit gamma 3
ENSG00000163599	31.8331447236	-1.1637234298	0.2701086405	-4.3083532158	1.64474574146435e-05	9.32006043420608e-05	ENSG00000163599	CTLA4	cytotoxic T-lymphocyte associated protein 4
ENSG00000255090	18.6576232868	-1.1607424238	0.2941003096	-3.9467568921	7.92169191704796e-05	0.0003763254553762	ENSG00000255090	ENSG00000255090	ENSG00000255090
ENSG00000186148	26.1151628158	-1.1596600318	0.4203191786	-2.7589986154	0.005797878061742	0.0158092568783873	ENSG00000186148	ENSG00000186148	
ENSG00000038295	221.3363716319	-1.159458467	0.1755703976	-6.6039519338	4.00339375518171e-11	6.85946453727713e-10	ENSG00000038295	TLL1	tolloid like 1
ENSG00000167642	149.7662954554	-1.1591351431	0.1597178623	-7.2573920421	3.94624714182727e-13	9.22871420627327e-12	ENSG00000167642	SPINT2	serine peptidase inhibitor, Kunitz type 2
ENSG00000227896	22.8280457087	-1.1585994079	0.2362850918	-4.9033961427	9.41937544857403e-07	7.07262901034673e-06	ENSG00000227896	ENSG00000227896	
ENSG00000172350	15.9529233224	-1.1585521165000001	0.21829129490000002	-5.3073674661	1.11219818225744e-07	1.02785283782541e-06	ENSG00000172350	ABCG4	ATP binding cassette subfamily G member 4
ENSG00000141753	18049.6117369706	-1.1571828606	0.1200443679	-9.639626421100001	5.43855359306724e-22	4.18568024279548e-20	ENSG00000141753	IGFBP4	insulin like growth factor binding protein 4
ENSG00000106069	181.9560299405	-1.1571767609	0.12455223630000001	-9.2906943726	1.53285015902126e-20	9.858011348034341e-19	ENSG00000106069	CHN2	chimerin 2
ENSG00000274565	69.1676636701	-1.1544597625	0.1784278235	-6.4701779113	9.788759469867569e-11	1.5604678614995201e-09	ENSG00000274565	ENSG00000274565	ENSG00000274565
ENSG00000198542	213.1772244375	-1.1542870093	0.2640137434	-4.3720716754	1.23073104563507e-05	7.18653554290453e-05	ENSG00000198542	ITGBL1	integrin subunit beta like 1
ENSG00000180638	30.6017130973	-1.1532656258	0.32417281610000004	-3.5575642642	0.0003743095455209	0.001479822937966	ENSG00000180638	SLC47A2	solute carrier family 47 member 2
ENSG00000198400	34.1475502397	-1.1525038071	0.32083405	-3.5922116345	0.0003278833929884	0.0013162296359405	ENSG00000198400	NTRK1	neurotrophic receptor tyrosine kinase 1
ENSG00000075884	215.0387170333	-1.1513565862	0.1000032649	-11.5131899649	1.1321173683347398e-30	2.53095619761406e-28	ENSG00000075884	ARHGAP15	Rho GTPase activating protein 15
ENSG00000023892	362.101656122	-1.1510501115	0.2074322815	-5.5490404059	2.87241793759102e-08	2.97032689702763e-07	ENSG00000023892	DEF6	DEF6 guanine nucleotide exchange factor
ENSG00000102445	196.8817450642	-1.1505306958000001	0.303349921	-3.7927509327999998	0.0001489875725161	0.0006584696691646	ENSG00000102445	RUBCNL	rubicon like autophagy enhancer
ENSG00000188452	114.9890688428	-1.149683861	0.2165513942	-5.3090577665	1.10193407351322e-07	1.01906942298636e-06	ENSG00000188452	CERKL	ceramide kinase like
ENSG00000272870	65.4993583246	-1.1487928659	0.15315052980000002	-7.5010701383	6.32989068977112e-14	1.6401619619846599e-12	ENSG00000272870	ENSG00000272870	uncharacterized LOC105377540
ENSG00000105290	61.4638417468	-1.148295793	0.199048048	-5.7689377232	7.97727750932419e-09	9.19050885568092e-08	ENSG00000105290	APLP1	amyloid beta precursor like protein 1
ENSG00000142765	192.3723936831	-1.147094775	0.2633669166	-4.355500644	1.32763126547593e-05	7.70921074037492e-05	ENSG00000142765	SYTL1	synaptotagmin like 1
ENSG00000166145	73.5207133983	-1.1466304684	0.214189018	-5.3533578854	8.63368481590713e-08	8.17609516681392e-07	ENSG00000166145	SPINT1	serine peptidase inhibitor, Kunitz type 1
ENSG00000167880	36.0560466716	-1.1465083871	0.3384045801	-3.3879812940000003	0.0007040906609897	0.002564413988116	ENSG00000167880	EVPL	envoplakin
ENSG00000137699	60.519029096	-1.146377294	0.3707268462	-3.092242458	0.0019865052414259	0.0062971947887809	ENSG00000137699	TRIM29	tripartite motif containing 29
ENSG00000147889	27.4055498542	-1.144970825	0.2507314205	-4.5665231054	4.95880402322336e-06	3.18037502568687e-05	ENSG00000147889	CDKN2A	cyclin dependent kinase inhibitor 2A
ENSG00000211697	11.1253454226	-1.144336075	0.3170414454	-3.6094210760000003	0.0003068811230495	0.0012457675334517	ENSG00000211697	TRGV5	
ENSG00000198794	213.8681475095	-1.1443290754	0.1545700325	-7.4033048781	1.32836292673297e-13	3.34836609410985e-12	ENSG00000198794	SCAMP5	secretory carrier membrane protein 5
ENSG00000176531	76.137978953	-1.1439649970999999	0.1788774589	-6.3952440072	1.60291175976549e-10	2.44923351803385e-09	ENSG00000176531	PHLDB3	pleckstrin homology like domain family B member 3
ENSG00000156463	392.796331971	-1.1433326087	0.1225765266	-9.3275004646	1.08396971428222e-20	7.14240956649329e-19	ENSG00000156463	SH3RF2	SH3 domain containing ring finger 2
ENSG00000188211	49.6295267081	-1.1426999428	0.24588079310000002	-4.647373748	3.3618772406368e-06	2.23557693703677e-05	ENSG00000188211	NCR3LG1	natural killer cell cytotoxicity receptor 3 ligand 1
ENSG00000099954	227.3159252006	-1.1411173374999999	0.216274568	-5.2762437479	1.31858677980564e-07	1.19218782561243e-06	ENSG00000099954	CECR2	CECR2 histone acetyl-lysine reader
ENSG00000259884	138.1788094045	-1.1405557898	0.4154210835	-2.7455414161	0.0060411141784491	0.0163608426820156	ENSG00000259884	ENSG00000259884	
ENSG00000270012	59.2778721448	-1.1402615924	0.1412851949	-8.0706375002	6.993205850697879e-16	2.47317161337581e-14	ENSG00000270012	ENSG00000270012	
ENSG00000228594	50.9241627966	-1.1398546081	0.2114362881	-5.3910074679	7.0063762632297e-08	6.75078193161572e-07	ENSG00000228594	FNDC10	fibronectin type III domain containing 10
ENSG00000141293	88.5393991283	-1.139622274	0.2204130219	-5.1703944908	2.33600335543979e-07	2.01648419471423e-06	ENSG00000141293	SKAP1	src kinase associated phosphoprotein 1
ENSG00000151572	32.6055085152	-1.1395063931	0.2312476654	-4.9276449609	8.322667241427e-07	6.34299383631322e-06	ENSG00000151572	ANO4	anoctamin 4
ENSG00000013297	301.9823684084	-1.1393371828	0.1593237401	-7.151082333	8.60963285863166e-13	1.8954313652080198e-11	ENSG00000013297	CLDN11	claudin 11
ENSG00000182557	22.4383827289	-1.1377138329	0.2619944715	-4.3425108415	1.40863531968739e-05	8.10936930362033e-05	ENSG00000182557	SPNS3	sphingolipid transporter 3 (putative)
ENSG00000131797	263.2650521132	-1.1353800842	0.11300581200000001	-10.0470946031	9.46158636956175e-24	8.8839565217e-22	ENSG00000131797	CLUHP3	
ENSG00000081059	304.4810431523	-1.1350736204	0.2425008274	-4.6806999907	2.85897059719259e-06	1.92916309179589e-05	ENSG00000081059	TCF7	transcription factor 7
ENSG00000135643	148.5657590976	-1.1338322031999999	0.14211183	-7.9784505163	1.4818167174720101e-15	5.03201376806634e-14	ENSG00000135643	KCNMB4	potassium calcium-activated channel subfamily M regulatory beta subunit 4
ENSG00000197385	16.0104420453	-1.1315846009000001	0.3211013089	-3.5240734607	0.0004249664126912	0.0016495337461614	ENSG00000197385	ZNF860	zinc finger protein 860
